index,name,code,setName
23308,Sunscape Apprentice,INV,Invasion
23309,Sunscape Master,INV,Invasion
23310,Teferi's Care,INV,Invasion
23311,Wayfaring Giant,INV,Invasion
23312,Winnow,INV,Invasion
23313,Barrin's Unmaking,INV,Invasion
23314,Blind Seer,INV,Invasion
23315,Breaking Wave,INV,Invasion
23316,Collective Restraint,INV,Invasion
23317,Crystal Spray,INV,Invasion
23318,Disrupt,INV,Invasion
23320,Dream Thrush,INV,Invasion
23321,Empress Galina,INV,Invasion
23322,Essence Leak,INV,Invasion
23325,Faerie Squadron,INV,Invasion
23326,Mana Maze,INV,Invasion
23327,Manipulate Fate,INV,Invasion
23328,Metathran Aerostat,INV,Invasion
23329,Metathran Transport,INV,Invasion
23330,Metathran Zombie,INV,Invasion
23333,Probe,INV,Invasion
23335,Psychic Battle,INV,Invasion
23336,Rainbow Crow,INV,Invasion
23338,Sapphire Leech,INV,Invasion
23340,Shoreline Raider,INV,Invasion
23342,Stormscape Apprentice,INV,Invasion
23343,Stormscape Master,INV,Invasion
23344,Sway of Illusion,INV,Invasion
23345,Teferi's Response,INV,Invasion
23346,Temporal Distortion,INV,Invasion
23347,Tidal Visionary,INV,Invasion
23348,Tolarian Emissary,INV,Invasion
23349,Tower Drake,INV,Invasion
23351,Vodalian Hypnotist,INV,Invasion
23352,Vodalian Merchant,INV,Invasion
23353,Vodalian Serpent,INV,Invasion
23355,Well-Laid Plans,INV,Invasion
23357,Zanam Djinn,INV,Invasion
23358,Addle,INV,Invasion
23360,Andradite Leech,INV,Invasion
23362,Bog Initiate,INV,Invasion
23364,Crypt Angel,INV,Invasion
23366,Defiling Tears,INV,Invasion
23367,Desperate Research,INV,Invasion
23368,Devouring Strossus,INV,Invasion
23369,Do or Die,INV,Invasion
23370,Dredge,INV,Invasion
23371,Duskwalker,INV,Invasion
23373,Firescreamer,INV,Invasion
23374,Goham Djinn,INV,Invasion
23377,Marauding Knight,INV,Invasion
23378,Mourning,INV,Invasion
23379,Nightscape Apprentice,INV,Invasion
23380,Nightscape Master,INV,Invasion
23383,Phyrexian Infiltrator,INV,Invasion
23384,Phyrexian Reaper,INV,Invasion
23385,Phyrexian Slayer,INV,Invasion
23386,Plague Spitter,INV,Invasion
23390,Scavenged Weaponry,INV,Invasion
23392,Spreading Plague,INV,Invasion
23393,Tainted Well,INV,Invasion
23394,Trench Wurm,INV,Invasion
23395,Tsabo's Assassin,INV,Invasion
23396,Tsabo's Decree,INV,Invasion
23398,Urborg Emissary,INV,Invasion
23399,Urborg Phantom,INV,Invasion
23400,Urborg Shambler,INV,Invasion
23401,Urborg Skeleton,INV,Invasion
23403,Yawgmoth's Agenda,INV,Invasion
23404,Ancient Kavu,INV,Invasion
23405,Bend or Break,INV,Invasion
23407,Callous Giant,INV,Invasion
23408,Chaotic Strike,INV,Invasion
23409,Collapsing Borders,INV,Invasion
23410,Crown of Flames,INV,Invasion
23411,Firebrand Ranger,INV,Invasion
23412,Ghitu Fire,INV,Invasion
23413,Goblin Spy,INV,Invasion
23414,Halam Djinn,INV,Invasion
23415,Hooded Kavu,INV,Invasion
23416,Kavu Aggressor,INV,Invasion
23417,Kavu Monarch,INV,Invasion
23418,Kavu Runner,INV,Invasion
23419,Kavu Scout,INV,Invasion
23420,Lightning Dart,INV,Invasion
23421,Loafing Giant,INV,Invasion
23422,Mages' Contest,INV,Invasion
23425,Overload,INV,Invasion
23426,Pouncing Kavu,INV,Invasion
23429,Ruby Leech,INV,Invasion
23430,Savage Offensive,INV,Invasion
23431,Scarred Puma,INV,Invasion
23432,Scorching Lava,INV,Invasion
23433,Searing Rays,INV,Invasion
23434,Shivan Emissary,INV,Invasion
23435,Shivan Harvest,INV,Invasion
23436,Skittish Kavu,INV,Invasion
23438,Slimy Kavu,INV,Invasion
23439,Stand or Fall,INV,Invasion
23441,Tectonic Instability,INV,Invasion
23442,Thunderscape Apprentice,INV,Invasion
23443,Thunderscape Master,INV,Invasion
23445,Turf Wound,INV,Invasion
23447,Viashino Grappler,INV,Invasion
23448,Zap,INV,Invasion
23450,Bind,INV,Invasion
23451,Blurred Mongoose,INV,Invasion
23452,Canopy Surge,INV,Invasion
23453,Elfhame Sanctuary,INV,Invasion
23455,Explosive Growth,INV,Invasion
23458,Jade Leech,INV,Invasion
23459,Kavu Chameleon,INV,Invasion
23461,Kavu Lair,INV,Invasion
23462,Kavu Titan,INV,Invasion
23463,Llanowar Cavalry,INV,Invasion
23464,Llanowar Elite,INV,Invasion
23465,Llanowar Vanguard,INV,Invasion
23469,Pincer Spider,INV,Invasion
23470,Pulse of Llanowar,INV,Invasion
23472,Quirion Sentinel,INV,Invasion
23473,Quirion Trailblazer,INV,Invasion
23474,Restock,INV,Invasion
23475,Rooting Kavu,INV,Invasion
23476,Saproling Infestation,INV,Invasion
23477,Saproling Symbiosis,INV,Invasion
23478,Scouting Trek,INV,Invasion
23479,Serpentine Kavu,INV,Invasion
23480,Sulam Djinn,INV,Invasion
23481,Tangle,INV,Invasion
23484,Thornscape Master,INV,Invasion
23486,Treefolk Healer,INV,Invasion
23490,Vigorous Charge,INV,Invasion
23491,Wallop,INV,Invasion
23492,Wandering Stream,INV,Invasion
23493,Whip Silk,INV,Invasion
23494,Absorb,INV,Invasion
23495,Aether Rift,INV,Invasion
23498,Armored Guardian,INV,Invasion
23502,Backlash,INV,Invasion
23503,Barrin's Spite,INV,Invasion
23508,Cinder Shade,INV,Invasion
23509,Coalition Victory,INV,Invasion
23512,"Dromar, the Banisher",INV,Invasion
23513,Dueling Grounds,INV,Invasion
23516,Galina's Knight,INV,Invasion
23519,Horned Cheetah,INV,Invasion
23520,Hunting Kavu,INV,Invasion
23521,"Kangee, Aerie Keeper",INV,Invasion
23522,Llanowar Knight,INV,Invasion
23524,Meteor Storm,INV,Invasion
23525,Noble Panther,INV,Invasion
23526,Ordered Migration,INV,Invasion
23527,Overabundance,INV,Invasion
23528,Plague Spores,INV,Invasion
23529,Pyre Zombie,INV,Invasion
23530,Raging Kavu,INV,Invasion
23531,Reckless Assault,INV,Invasion
23533,Reviving Vapors,INV,Invasion
23536,Sabertooth Nishoba,INV,Invasion
23537,Samite Archer,INV,Invasion
23538,Seer's Vision,INV,Invasion
23539,Shivan Zombie,INV,Invasion
23540,Simoon,INV,Invasion
23541,Sleeper's Robe,INV,Invasion
23542,Slinking Serpent,INV,Invasion
23543,Smoldering Tar,INV,Invasion
23545,Stalking Assassin,INV,Invasion
23546,Sterling Grove,INV,Invasion
23547,Teferi's Moat,INV,Invasion
23549,Tsabo Tavoc,INV,Invasion
23552,Vicious Kavu,INV,Invasion
23553,Vile Consumption,INV,Invasion
23554,Vodalian Zombie,INV,Invasion
23556,Voracious Cobra,INV,Invasion
23557,Wings of Hope,INV,Invasion
23558,Yavimaya Barbarian,INV,Invasion
23559,Yavimaya Kavu,INV,Invasion
23560,Stand // Deliver,INV,Invasion
23570,Alloy Golem,INV,Invasion
23571,Bloodstone Cameo,INV,Invasion
23572,Chromatic Sphere,INV,Invasion
23573,Crosis's Attendant,INV,Invasion
23574,Darigaaz's Attendant,INV,Invasion
23575,Drake-Skull Cameo,INV,Invasion
23576,Dromar's Attendant,INV,Invasion
23577,Juntu Stakes,INV,Invasion
23578,Lotus Guardian,INV,Invasion
23579,Phyrexian Altar,INV,Invasion
23580,Phyrexian Lens,INV,Invasion
23583,Rith's Attendant,INV,Invasion
23584,Seashell Cameo,INV,Invasion
23585,Sparring Golem,INV,Invasion
23586,Tek,INV,Invasion
23587,Tigereye Cameo,INV,Invasion
23588,Treva's Attendant,INV,Invasion
23589,Troll-Horn Cameo,INV,Invasion
23590,Tsabo's Web,INV,Invasion
23591,Urza's Filter,INV,Invasion
23592,Ancient Spring,INV,Invasion
23593,Archaeological Dig,INV,Invasion
23596,Geothermal Crevice,INV,Invasion
23597,Irrigation Ditch,INV,Invasion
23598,Keldon Necropolis,INV,Invasion
23601,Sulfur Vent,INV,Invasion
23602,Tinder Farm,INV,Invasion
23624,Abbey Griffin,ISD,Innistrad
23625,Angel of Flight Alabaster,ISD,Innistrad
23626,Angelic Overseer,ISD,Innistrad
23627,Avacynian Priest,ISD,Innistrad
23631,Cloistered Youth // Unholy Fiend,ISD,Innistrad
23637,Elite Inquisitor,ISD,Innistrad
23638,Feeling of Dread,ISD,Innistrad
23640,Gallows Warden,ISD,Innistrad
23647,"Mikaeus, the Lunarch",ISD,Innistrad
23649,Nevermore,ISD,Innistrad
23650,Paraselene,ISD,Innistrad
23654,Selfless Cathar,ISD,Innistrad
23658,Spare from Evil,ISD,Innistrad
23659,Spectral Rider,ISD,Innistrad
23660,Stony Silence,ISD,Innistrad
23661,Thraben Purebloods,ISD,Innistrad
23662,Thraben Sentry // Thraben Militia,ISD,Innistrad
23664,Unruly Mob,ISD,Innistrad
23665,Urgent Exorcism,ISD,Innistrad
23667,Voiceless Spirit,ISD,Innistrad
23668,Armored Skaab,ISD,Innistrad
23669,Back from the Brink,ISD,Innistrad
23670,Battleground Geist,ISD,Innistrad
23672,Civilized Scholar // Homicidal Brute,ISD,Innistrad
23676,Curse of the Bloody Tome,ISD,Innistrad
23677,Delver of Secrets // Insectile Aberration,ISD,Innistrad
23683,Fortress Crab,ISD,Innistrad
23684,Frightful Delusion,ISD,Innistrad
23685,Grasp of Phantoms,ISD,Innistrad
23686,Hysterical Blindness,ISD,Innistrad
23687,Invisible Stalker,ISD,Innistrad
23688,Laboratory Maniac,ISD,Innistrad
23689,Lantern Spirit,ISD,Innistrad
23690,Lost in the Mist,ISD,Innistrad
23691,Ludevic's Test Subject // Ludevic's Abomination,ISD,Innistrad
23694,Memory's Journey,ISD,Innistrad
23695,Mindshrieker,ISD,Innistrad
23696,Mirror-Mad Phantasm,ISD,Innistrad
23697,Moon Heron,ISD,Innistrad
23699,Rooftop Storm,ISD,Innistrad
23701,Selhoff Occultist,ISD,Innistrad
23702,Sensory Deprivation,ISD,Innistrad
23705,Skaab Ruinator,ISD,Innistrad
23706,Snapcaster Mage,ISD,Innistrad
23707,Spectral Flight,ISD,Innistrad
23709,Stitcher's Apprentice,ISD,Innistrad
23710,Sturmgeist,ISD,Innistrad
23712,Undead Alchemist,ISD,Innistrad
23716,Bitterheart Witch,ISD,Innistrad
23718,Bloodline Keeper // Lord of Lineage,ISD,Innistrad
23722,Corpse Lunge,ISD,Innistrad
23723,Curse of Death's Hold,ISD,Innistrad
23724,Curse of Oblivion,ISD,Innistrad
23728,Endless Ranks of the Dead,ISD,Innistrad
23730,Ghoulcaller's Chant,ISD,Innistrad
23732,Gruesome Deformity,ISD,Innistrad
23733,Heartless Summoning,ISD,Innistrad
23734,Liliana of the Veil,ISD,Innistrad
23735,Manor Skeleton,ISD,Innistrad
23736,Markov Patrician,ISD,Innistrad
23737,Maw of the Mire,ISD,Innistrad
23740,Night Terrors,ISD,Innistrad
23742,Rotting Fensnake,ISD,Innistrad
23743,Screeching Bat // Stalking Vampire,ISD,Innistrad
23746,Skeletal Grimace,ISD,Innistrad
23755,Village Cannibals,ISD,Innistrad
23756,Walking Corpse,ISD,Innistrad
23759,Balefire Dragon,ISD,Innistrad
23761,Bloodcrazed Neonate,ISD,Innistrad
23765,Crossway Vampire,ISD,Innistrad
23766,Curse of Stalked Prey,ISD,Innistrad
23768,Curse of the Pierced Heart,ISD,Innistrad
23771,Falkenrath Marauders,ISD,Innistrad
23772,Feral Ridgewolf,ISD,Innistrad
23773,Furor of the Bitten,ISD,Innistrad
23775,Hanweir Watchkeep // Bane of Hanweir,ISD,Innistrad
23777,Harvest Pyre,ISD,Innistrad
23778,Heretic's Punishment,ISD,Innistrad
23779,Infernal Plunge,ISD,Innistrad
23780,Instigator Gang // Wildblood Pack,ISD,Innistrad
23782,Into the Maw of Hell,ISD,Innistrad
23783,Kessig Wolf,ISD,Innistrad
23784,Kruin Outlaw // Terror of Kruin Pass,ISD,Innistrad
23786,Night Revelers,ISD,Innistrad
23787,Nightbird's Clutches,ISD,Innistrad
23790,Rage Thrower,ISD,Innistrad
23792,Reckless Waif // Merciless Predator,ISD,Innistrad
23794,Riot Devils,ISD,Innistrad
23796,Scourge of Geier Reach,ISD,Innistrad
23798,Stromkirk Noble,ISD,Innistrad
23799,Tormented Pariah // Rampaging Werewolf,ISD,Innistrad
23801,Traitorous Blood,ISD,Innistrad
23802,Vampiric Fury,ISD,Innistrad
23803,Village Ironsmith // Ironfang,ISD,Innistrad
23808,Bramblecrush,ISD,Innistrad
23809,Caravan Vigil,ISD,Innistrad
23811,Darkthicket Wolf,ISD,Innistrad
23812,Daybreak Ranger // Nightfall Predator,ISD,Innistrad
23814,Elder of Laurels,ISD,Innistrad
23815,Essence of the Wild,ISD,Innistrad
23817,Full Moon's Rise,ISD,Innistrad
23818,"Garruk Relentless // Garruk, the Veil-Cursed",ISD,Innistrad
23820,Gatstaf Shepherd // Gatstaf Howler,ISD,Innistrad
23822,Gnaw to the Bone,ISD,Innistrad
23823,Grave Bramble,ISD,Innistrad
23824,Grizzled Outcasts // Krallenhorde Wantons,ISD,Innistrad
23826,Gutter Grime,ISD,Innistrad
23828,Hollowhenge Scavenger,ISD,Innistrad
23830,Kindercatch,ISD,Innistrad
23831,Lumberknot,ISD,Innistrad
23832,Make a Wish,ISD,Innistrad
23833,Mayor of Avabruck // Howlpack Alpha,ISD,Innistrad
23836,Moonmist,ISD,Innistrad
23839,Orchard Spirit,ISD,Innistrad
23840,Parallel Lives,ISD,Innistrad
23842,Ranger's Guile,ISD,Innistrad
23843,Somberwald Spider,ISD,Innistrad
23847,Travel Preparations,ISD,Innistrad
23849,Ulvenwald Mystics // Ulvenwald Primordials,ISD,Innistrad
23851,Villagers of Estwald // Howlpack of Estwald,ISD,Innistrad
23853,Woodland Sleuth,ISD,Innistrad
23854,Wreath of Geists,ISD,Innistrad
23857,"Grimgrin, Corpse-Born",ISD,Innistrad
23858,Olivia Voldaren,ISD,Innistrad
23859,Blazing Torch,ISD,Innistrad
23861,Cellar Door,ISD,Innistrad
23863,Creepy Doll,ISD,Innistrad
23864,Demonmail Hauberk,ISD,Innistrad
23866,Geistcatcher's Rig,ISD,Innistrad
23867,Ghoulcaller's Bell,ISD,Innistrad
23868,Graveyard Shovel,ISD,Innistrad
23870,Inquisitor's Flail,ISD,Innistrad
23871,Manor Gargoyle,ISD,Innistrad
23873,One-Eyed Scarecrow,ISD,Innistrad
23874,Runechanter's Pike,ISD,Innistrad
23876,Silver-Inlaid Dagger,ISD,Innistrad
23880,Wooden Stake,ISD,Innistrad
23887,Moorland Haunt,ISD,Innistrad
23888,Nephalia Drownyard,ISD,Innistrad
23890,Stensia Bloodhall,ISD,Innistrad
23975,"Xiahou Dun, the One-Eyed",J12,Judge Gift Cards 2012
23987,Genesis,J13,Judge Gift Cards 2013
23988,Overwhelming Forces,J13,Judge Gift Cards 2013
24005,Temporal Manipulation,J15,Judge Gift Cards 2015
24008,Ravages of War,J15,Judge Gift Cards 2015
24009,Damnation,J15,Judge Gift Cards 2015
24018,Imperial Seal,J16,Judge Gift Cards 2016
24019,Defense of the Heart,J16,Judge Gift Cards 2016
24022,Capture of Jingzhou,J17,Judge Gift Cards 2017
24023,Gaddock Teeg,J17,Judge Gift Cards 2017
24025,"Doran, the Siege Tower",J17,Judge Gift Cards 2017
24029,Rules Lawyer,J17,Judge Gift Cards 2017
24037,Food Chain,J18,Judge Gift Cards 2018
24038,Mirri's Guile,J19,Judge Gift Cards 2019
24052,Birthing Pod,J20,Judge Gift Cards 2020
24053,Sylvan Tutor,J20,Judge Gift Cards 2020
24056,The Gitrog Monster,J21,Judge Gift Cards 2021
24057,"Nicol Bolas, the Ravager // Nicol Bolas, the Arisen",J21,Judge Gift Cards 2021
24061,Gaea's Cradle,JGP,Judge Gift Cards 1998
24062,Blessed Sanctuary,JMP,Jumpstart
24063,Brightmare,JMP,Jumpstart
24064,Emiel the Blessed,JMP,Jumpstart
24065,Release the Dogs,JMP,Jumpstart
24066,Steel-Plume Marshal,JMP,Jumpstart
24067,Stone Haven Pilgrim,JMP,Jumpstart
24068,Supply Runners,JMP,Jumpstart
24069,Trusty Retriever,JMP,Jumpstart
24070,Archaeomender,JMP,Jumpstart
24071,Bruvac the Grandiloquent,JMP,Jumpstart
24072,Corsair Captain,JMP,Jumpstart
24073,"Inniaz, the Gale Force",JMP,Jumpstart
24074,"Ormos, Archive Keeper",JMP,Jumpstart
24075,Scholar of the Lost Trove,JMP,Jumpstart
24076,"Kels, Fight Fixer",JMP,Jumpstart
24077,Nocturnal Feeder,JMP,Jumpstart
24078,"Tinybones, Trinket Thief",JMP,Jumpstart
24079,Witch of the Moors,JMP,Jumpstart
24080,Chained Brute,JMP,Jumpstart
24081,Immolating Gyre,JMP,Jumpstart
24082,Lightning Phoenix,JMP,Jumpstart
24083,Lightning Visionary,JMP,Jumpstart
24084,Living Lightning,JMP,Jumpstart
24085,"Muxus, Goblin Grandee",JMP,Jumpstart
24086,"Sethron, Hurloon General",JMP,Jumpstart
24087,Spiteful Prankster,JMP,Jumpstart
24088,"Zurzoth, Chaos Rider",JMP,Jumpstart
24089,Allosaurus Shepherd,JMP,Jumpstart
24090,Branching Evolution,JMP,Jumpstart
24091,Neyith of the Dire Hunt,JMP,Jumpstart
24092,Towering Titan,JMP,Jumpstart
24093,Lightning-Core Excavator,JMP,Jumpstart
24094,Thriving Bluff,JMP,Jumpstart
24095,Thriving Grove,JMP,Jumpstart
24096,Thriving Heath,JMP,Jumpstart
24097,Thriving Isle,JMP,Jumpstart
24098,Thriving Moor,JMP,Jumpstart
24140,Aegis of the Heavens,JMP,Jumpstart
24141,Aerial Assault,JMP,Jumpstart
24151,Archon of Redemption,JMP,Jumpstart
24152,Battlefield Promotion,JMP,Jumpstart
24153,Blessed Spirits,JMP,Jumpstart
24154,Bulwark Giant,JMP,Jumpstart
24155,Cathar's Companion,JMP,Jumpstart
24157,Celestial Mantle,JMP,Jumpstart
24164,Face of Divinity,JMP,Jumpstart
24165,Forced Worship,JMP,Jumpstart
24169,High Sentinels of Arashin,JMP,Jumpstart
24175,Knight of the Tusk,JMP,Jumpstart
24176,Knightly Valor,JMP,Jumpstart
24178,"Lena, Selfless Champion",JMP,Jumpstart
24180,"Linvala, Keeper of Silence",JMP,Jumpstart
24191,Rhox Faithmender,JMP,Jumpstart
24194,Sky Tether,JMP,Jumpstart
24202,Belltower Sphinx,JMP,Jumpstart
24203,Chart a Course,JMP,Jumpstart
24209,Curious Obsession,JMP,Jumpstart
24210,Departed Deckhand,JMP,Jumpstart
24211,Erratic Visionary,JMP,Jumpstart
24212,Essence Flux,JMP,Jumpstart
24214,Exclusion Mage,JMP,Jumpstart
24219,Mystic Archaeologist,JMP,Jumpstart
24220,Narcolepsy,JMP,Jumpstart
24223,Oneirophage,JMP,Jumpstart
24225,Prescient Chimera,JMP,Jumpstart
24227,Rattlechains,JMP,Jumpstart
24231,Rishadan Airship,JMP,Jumpstart
24232,Sage's Row Savant,JMP,Jumpstart
24239,Spectral Sailor,JMP,Jumpstart
24240,Storm Sculptor,JMP,Jumpstart
24241,Sweep Away,JMP,Jumpstart
24243,Talrand's Invocation,JMP,Jumpstart
24245,Thought Collapse,JMP,Jumpstart
24247,Towering-Wave Mystic,JMP,Jumpstart
24248,Vedalken Archmage,JMP,Jumpstart
24249,Vedalken Entrancer,JMP,Jumpstart
24250,Voyage's End,JMP,Jumpstart
24251,Wall of Lost Thoughts,JMP,Jumpstart
24260,Agonizing Syphon,JMP,Jumpstart
24268,Blood Divination,JMP,Jumpstart
24269,Blood Host,JMP,Jumpstart
24280,Corpse Hauler,JMP,Jumpstart
24285,Drainpipe Vermin,JMP,Jumpstart
24288,Entomber Exarch,JMP,Jumpstart
24289,Eternal Taskmaster,JMP,Jumpstart
24294,Fell Specter,JMP,Jumpstart
24296,Funeral Rites,JMP,Jumpstart
24298,Ghoulcaller's Accomplice,JMP,Jumpstart
24301,"Gonti, Lord of Luxury",JMP,Jumpstart
24302,Gravewaker,JMP,Jumpstart
24309,Launch Party,JMP,Jumpstart
24310,Lawless Broker,JMP,Jumpstart
24318,Mire Triton,JMP,Jumpstart
24319,Nightshade Stinger,JMP,Jumpstart
24322,Oona's Blackguard,JMP,Jumpstart
24323,Parasitic Implant,JMP,Jumpstart
24332,Rise of the Dark Realms,JMP,Jumpstart
24345,Tithebearer Giant,JMP,Jumpstart
24346,Vampire Neonate,JMP,Jumpstart
24353,Barrage of Expendables,JMP,Jumpstart
24356,Blindblast,JMP,Jumpstart
24362,Borderland Minotaur,JMP,Jumpstart
24367,Dance with Devils,JMP,Jumpstart
24368,Doublecast,JMP,Jumpstart
24376,Fanatical Firebrand,JMP,Jumpstart
24377,Flame Lash,JMP,Jumpstart
24378,Flames of the Firebrand,JMP,Jumpstart
24379,Flames of the Raze-Boar,JMP,Jumpstart
24382,Flurry of Horns,JMP,Jumpstart
24386,Goblin Commando,JMP,Jumpstart
24388,Goblin Instigator,JMP,Jumpstart
24391,Goblin Shortcutter,JMP,Jumpstart
24394,Heartfire,JMP,Jumpstart
24398,Inferno Hellion,JMP,Jumpstart
24404,Lightning Diadem,JMP,Jumpstart
24410,Minotaur Skullcleaver,JMP,Jumpstart
24417,Pyroclastic Elemental,JMP,Jumpstart
24418,Rageblood Shaman,JMP,Jumpstart
24422,Sarkhan's Unsealing,JMP,Jumpstart
24424,Sin Prodder,JMP,Jumpstart
24427,Tibalt's Rager,JMP,Jumpstart
24430,Volley Veteran,JMP,Jumpstart
24440,Awakener Druid,JMP,Jumpstart
24441,Brindle Shoat,JMP,Jumpstart
24445,Commune with Dinosaurs,JMP,Jumpstart
24449,Drover of the Mighty,JMP,Jumpstart
24451,Elemental Uprising,JMP,Jumpstart
24455,Fa'adiyah Seer,JMP,Jumpstart
24457,Feral Invocation,JMP,Jumpstart
24461,Ghirapur Guide,JMP,Jumpstart
24474,Nessian Hornbeetle,JMP,Jumpstart
24475,New Horizons,JMP,Jumpstart
24476,Oracle of Mul Daya,JMP,Jumpstart
24477,Orazca Frillback,JMP,Jumpstart
24482,Primeval Bounty,JMP,Jumpstart
24488,Savage Stomp,JMP,Jumpstart
24491,Silhana Wayfinder,JMP,Jumpstart
24495,Sylvan Brushstrider,JMP,Jumpstart
24500,Ulvenwald Hydra,JMP,Jumpstart
24502,Verdant Embrace,JMP,Jumpstart
24504,Wall of Vines,JMP,Jumpstart
24509,Zendikar's Roil,JMP,Jumpstart
24513,Ironroot Warlord,JMP,Jumpstart
24514,Lawmage's Binding,JMP,Jumpstart
24516,Raging Regisaur,JMP,Jumpstart
24518,Alloy Myr,JMP,Jumpstart
24520,Arcane Encyclopedia,JMP,Jumpstart
24526,Gargoyle Sentinel,JMP,Jumpstart
24533,Mana Geode,JMP,Jumpstart
24534,Marauder's Axe,JMP,Jumpstart
24540,Rogue's Gloves,JMP,Jumpstart
24545,Scuttlemutt,JMP,Jumpstart
24548,Suspicious Bookcase,JMP,Jumpstart
24554,Phyrexian Tower,JMP,Jumpstart
24555,Riptide Laboratory,JMP,Jumpstart
24558,Aegis of the Gods,JOU,Journey into Nyx
24559,Ajani's Presence,JOU,Journey into Nyx
24560,Akroan Mastiff,JOU,Journey into Nyx
24561,Armament of Nyx,JOU,Journey into Nyx
24563,Dawnbringer Charioteers,JOU,Journey into Nyx
24564,Deicide,JOU,Journey into Nyx
24566,Eagle of the Watch,JOU,Journey into Nyx
24568,Font of Vigor,JOU,Journey into Nyx
24569,Godsend,JOU,Journey into Nyx
24570,Harvestguard Alseids,JOU,Journey into Nyx
24571,Lagonna-Band Trailblazer,JOU,Journey into Nyx
24572,Launch the Fleet,JOU,Journey into Nyx
24573,Leonin Iconoclast,JOU,Journey into Nyx
24574,Mortal Obstinacy,JOU,Journey into Nyx
24576,Oppressive Rays,JOU,Journey into Nyx
24577,Oreskos Swiftclaw,JOU,Journey into Nyx
24578,Phalanx Formation,JOU,Journey into Nyx
24579,Quarry Colossus,JOU,Journey into Nyx
24581,Sightless Brawler,JOU,Journey into Nyx
24582,Skybind,JOU,Journey into Nyx
24583,Skyspear Cavalry,JOU,Journey into Nyx
24584,Stonewise Fortifier,JOU,Journey into Nyx
24585,Supply-Line Cranes,JOU,Journey into Nyx
24586,Tethmos High Priest,JOU,Journey into Nyx
24587,Aerial Formation,JOU,Journey into Nyx
24588,Battlefield Thaumaturge,JOU,Journey into Nyx
24590,Countermand,JOU,Journey into Nyx
24591,Crystalline Nautilus,JOU,Journey into Nyx
24592,Dakra Mystic,JOU,Journey into Nyx
24593,Daring Thief,JOU,Journey into Nyx
24595,Font of Fortunes,JOU,Journey into Nyx
24596,Godhunter Octopus,JOU,Journey into Nyx
24597,Hour of Need,JOU,Journey into Nyx
24598,Hubris,JOU,Journey into Nyx
24599,Hypnotic Siren,JOU,Journey into Nyx
24601,Kiora's Dismissal,JOU,Journey into Nyx
24602,Pin to the Earth,JOU,Journey into Nyx
24603,Polymorphous Rush,JOU,Journey into Nyx
24604,Pull from the Deep,JOU,Journey into Nyx
24605,Riptide Chimera,JOU,Journey into Nyx
24606,Rise of Eagles,JOU,Journey into Nyx
24607,Sage of Hours,JOU,Journey into Nyx
24610,Thassa's Devourer,JOU,Journey into Nyx
24611,Thassa's Ire,JOU,Journey into Nyx
24612,Triton Cavalry,JOU,Journey into Nyx
24613,Triton Shorestalker,JOU,Journey into Nyx
24614,War-Wing Siren,JOU,Journey into Nyx
24616,Agent of Erebos,JOU,Journey into Nyx
24617,Aspect of Gorgon,JOU,Journey into Nyx
24618,Bloodcrazed Hoplite,JOU,Journey into Nyx
24620,Cast into Darkness,JOU,Journey into Nyx
24621,Cruel Feeding,JOU,Journey into Nyx
24622,Dictate of Erebos,JOU,Journey into Nyx
24625,Extinguish All Hope,JOU,Journey into Nyx
24626,Feast of Dreams,JOU,Journey into Nyx
24627,Felhide Petrifier,JOU,Journey into Nyx
24628,Font of Return,JOU,Journey into Nyx
24629,Gnarled Scarhide,JOU,Journey into Nyx
24630,Grim Guardian,JOU,Journey into Nyx
24631,"King Macar, the Gold-Cursed",JOU,Journey into Nyx
24632,Master of the Feast,JOU,Journey into Nyx
24633,Nightmarish End,JOU,Journey into Nyx
24634,Nyx Infusion,JOU,Journey into Nyx
24635,Pharika's Chosen,JOU,Journey into Nyx
24636,Returned Reveler,JOU,Journey into Nyx
24637,Ritual of the Returned,JOU,Journey into Nyx
24638,Rotted Hulk,JOU,Journey into Nyx
24639,Silence the Believers,JOU,Journey into Nyx
24640,Spiteful Blow,JOU,Journey into Nyx
24642,Thoughtrender Lamia,JOU,Journey into Nyx
24643,Tormented Thoughts,JOU,Journey into Nyx
24644,Worst Fears,JOU,Journey into Nyx
24645,Akroan Line Breaker,JOU,Journey into Nyx
24646,Bearer of the Heavens,JOU,Journey into Nyx
24647,Bladetusk Boar,JOU,Journey into Nyx
24648,Blinding Flare,JOU,Journey into Nyx
24649,Cyclops of Eternal Fury,JOU,Journey into Nyx
24650,Dictate of the Twin Gods,JOU,Journey into Nyx
24652,Flamespeaker's Will,JOU,Journey into Nyx
24654,Font of Ire,JOU,Journey into Nyx
24655,Forgeborn Oreads,JOU,Journey into Nyx
24656,Gluttonous Cyclops,JOU,Journey into Nyx
24657,Harness by Force,JOU,Journey into Nyx
24658,Knowledge and Power,JOU,Journey into Nyx
24661,Mogis's Warhound,JOU,Journey into Nyx
24662,Pensive Minotaur,JOU,Journey into Nyx
24663,Prophetic Flamespeaker,JOU,Journey into Nyx
24665,Rollick of Abandon,JOU,Journey into Nyx
24666,Rouse the Mob,JOU,Journey into Nyx
24667,Satyr Hoplite,JOU,Journey into Nyx
24668,Sigiled Skink,JOU,Journey into Nyx
24669,Spawn of Thraxes,JOU,Journey into Nyx
